Frame,CS6B7nn_ROI1,CS6B7nn_ROI2,CS6B7nn_ROI3,CS6B7nn_ROI4,CS6B7nn_ROI5,CS6B7nn_ROI6,CS6B7nn_ROI7,CS6B7nn_ROI8,CS6B7nn_ROI9,CS6B7nn_ROI10,CS6B7nn_ROI11,CS6B7nn_ROI12,CS6B7nn_ROI13,CS6B7nn_ROI14,CS6B7nn_ROI15,CS6B7nn_ROI16,CS6B7nn_ROI17,CS6B7nn_ROI18,CS6B7nn_ROI19,CS6B7nn_ROI20,CS6B7nn_ROI21,CS6B7nn_ROI22,CS6B7nn_ROI23,CS6B7nn_ROI24,CS6B7nn_ROI25,CS6B7nn_ROI26,CS6B7nn_ROI27,CS6B7nn_ROI28,CS6B7nn_ROI29,CS6B7nn_ROI30,CS6B7nn_ROI31,CS6B7nn_ROI32,CS6B7nn_ROI33,CS6B7nn_ROI34,CS6B7nn_ROI35,CS6B7nn_ROI36,CS6B7nn_ROI37,CS6B7nn_ROI38,CS6B7nn_ROI39,CS6B7nn_ROI40,CS6B7nn_ROI41,CS6B7nn_ROI42,CS6B7nn_ROI43,CS6B7nn_ROI44,CS6B7nn_ROI45,CS6B7nn_ROI46,CS6B7nn_ROI47,CS6B7nn_ROI48,CS6B7nn_ROI49,CS6B7nn_ROI50,CS6B7nn_ROI51,CS6B7nn_ROI52,CS6B7nn_ROI53,CS6B7nn_ROI54,CS6B7nn_ROI55,CS6B7nn_ROI56,CS6B7nn_ROI57,CS6B7nn_ROI58,CS6B7nn_ROI59,CS6B7nn_ROI60,CS6B7nn_ROI61,CS6B7nn_ROI62,CS6B7nn_ROI63,CS6B7nn_ROI64,CS6B7nn_ROI65,CS6B7nn_ROI66,CS6B7nn_ROI67,CS6B7nn_ROI68,CS6B7nn_ROI69,CS6B7nn_ROI70,CS6B7nn_ROI71,CS6B7nn_ROI72,CS6B7nn_ROI73,CS6B7nn_ROI74,CS6B7nn_ROI75,CS6B7nn_ROI76,CS6B7nn_ROI77,CS6B7nn_ROI78,CS6B7nn_ROI79,CS6B7nn_ROI80,CS6B7nn_ROI81,CS6B7nn_ROI82,CS6B7nn_ROI83,CS6B7nn_ROI84,CS6B7nn_ROI85,CS6B7nn_ROI86,CS6B7nn_ROI87,CS6B7nn_ROI88,CS6B7nn_ROI89,CS6B7nn_ROI90,CS6B7nn_ROI91,CS6B7nn_ROI92,CS6B7nn_ROI93,CS6B7nn_ROI94,CS6B7nn_ROI95,CS6B7nn_ROI96,CS6B7nn_ROI97,CS6B7nn_ROI98,CS6B7nn_ROI99,CS6B7nn_ROI100
21,1944.375,1567.333,2355.2,2181,1222.333,923.917,2466.5,1123.25,1106.25,1761.667,1499.75,708.182,1696.25,1355.8,765.542,1116.125,990.938,2280.75,2824.833,2368.125,1793.333,1517.812,1556.833,1229,2327.312,2058.333,1171.294,1202,1514.9,1215,1524.222,1270.5,1165.2,1305.333,1174.111,1111.667,1330,1339.778,2144.75,1498.875,1295,1449.346,1418.222,1490.875,2122.5,1199.375,1161.3,1212.889,970,680.75,948,2312.167,1323.875,1335,1201.75,1014.75,1124.875,1021.667,980,1960.667,1109.923,1097.625,1033.9,1018.688,793.4,1524.167,1102.667,1600.5,1506.917,1797.125,1635.167,1472.667,1458.5,1742.917,1578.167,1516.875,920.5,1721.167,1584.375,1620.889,1342.167,1060.75,1477.75,1363.375,944,1545.833,1303.875,1057.333,1301.889,1622.5,978.167,1557.125,1367.75,3064.833,2187.667,1754.833,1283.25,2360.45,1708,1756.1
22,1910.25,1554.333,2379.3,2238.5,1183.333,964.333,2476.333,1100,1060.375,1801.167,1504.75,693.455,1740.75,1400.2,743.667,1136.25,935.25,2212.875,2812.333,2348.375,1805,1504.5,1556.833,1201.5,2342.188,2033.667,1219.118,1184.125,1516.1,1190.167,1511.222,1274.833,1185.1,1307.667,1162.778,1089.222,1369.75,1309.444,2166.25,1450,1317.556,1472.962,1405.667,1503.5,2075.5,1153.5,1197.65,1224.222,956.625,674.75,968.75,2302.167,1317.562,1300.5,1161.125,999,1089.875,1083.333,970.25,1959.75,1086.962,1092.75,1003,1003.688,847.1,1571.667,1100.5,1622.5,1508,1835.75,1565.5,1450.5,1542.75,1696.5,1495.167,1513.75,916.833,1733.333,1555.875,1624.667,1309.167,1110,1490.167,1306,974,1560.5,1306.75,1105,1301.222,1634.667,916.333,1528.75,1413.375,3024.833,2152.5,1791.667,1335.5,2377.85,1663,1767.3
23,1944.625,1530.556,2426.7,2221.833,1172.667,931.333,2471,1094.375,1070,1848.833,1492.75,664.727,1717.333,1410,732.375,1151.5,929.562,2288.5,2810.833,2333,1857.667,1518.5,1563.667,1197,2317.062,2086.167,1217,1185.625,1462.7,1215,1477.556,1310.5,1151.4,1340.444,1122.889,1099.778,1280.25,1322.111,2195.083,1433.25,1338.444,1467.385,1409.778,1543.625,2099.25,1164.875,1180.65,1200.778,921.75,690,944,2323.667,1346.562,1347.75,1164.375,1027.417,1195.375,1047.5,1030.75,1941.833,1111.462,1079.625,1005.2,1027.875,810.6,1474.667,1120.5,1608.875,1480,1800.875,1564.667,1474,1542.75,1686.25,1627.333,1538.25,902,1655.333,1505.25,1612.111,1325.833,1178.5,1531,1320.125,949.25,1528.667,1294.375,1098.167,1300.111,1613.5,953.5,1553.5,1370.125,3041.667,2220.417,1798.667,1277.625,2348.15,1661,1789.6
24,1896.25,1534.333,2479.9,2208,1179.167,944.833,2392.167,1104.375,1054.25,1812.667,1543.25,678.727,1744.167,1434.8,729.5,1091,968.562,2255.5,2905.833,2344.5,1801,1524.125,1612.833,1231.75,2321.062,2083.833,1194.765,1191.375,1452.4,1160.667,1532.111,1247.667,1173.9,1311,1168.889,1088.222,1321.5,1357,2174.083,1414,1279.778,1477.038,1417.444,1551.375,2057.5,1173.5,1172.4,1240.778,960.875,698.083,916,2271.333,1336.125,1247,1161.625,1016.833,1102.375,1053,953.25,1952.917,1102.692,1082.5,1039,1023.188,819.3,1551.833,1051.5,1514.875,1471.417,1753.5,1658.833,1355.833,1521.625,1685.667,1571.5,1496.5,868.333,1804.667,1499.875,1646.889,1401.833,1143.25,1457.5,1334.75,925,1562.167,1272.625,1108.333,1268.556,1608.833,902.667,1591.375,1360.75,3015.5,2175.917,1714.167,1288.125,2326.7,1718.667,1741.4
25,1929.875,1483.556,2435,2240.167,1164.5,935.25,2487.333,1098.625,1059.75,1822.833,1495.75,672.727,1712.333,1462,754,1127,970.5,2313.25,2772.833,2342.625,1831.667,1491.812,1536.5,1237.625,2318.188,2095.667,1192.177,1186.125,1461.3,1199,1470.111,1274.5,1176,1294.778,1101.889,1099.111,1317,1363.778,2159.75,1439.875,1302.444,1479.308,1398.778,1526,2082,1172.75,1151.55,1212.333,926.75,727.75,966.25,2286.333,1323.688,1413,1172,999.333,1132.375,1013.833,1039.5,1987.333,1134.192,1072.625,1019.9,1022,839.7,1646.333,1043.5,1554.125,1478,1839,1639.167,1414.167,1504,1738.167,1574.5,1545.5,874.5,1716.167,1565.875,1622.556,1328,1174.25,1483.417,1350.375,988.5,1527.333,1316.125,1091.833,1319.444,1581.667,924.833,1567.25,1392.875,3116.417,2211.417,1767.667,1325.875,2372.05,1624.333,1782.2
26,1888.875,1485.111,2422.2,2193.667,1197.167,938.083,2427.5,1133.375,1064.375,1768.667,1509.25,693.364,1733.5,1383.2,742.583,1121.625,968.5,2283.625,2756.5,2358.25,1800.667,1525.312,1547.167,1205.875,2278.875,2039.083,1169.353,1160.125,1497.2,1199.333,1485.556,1278.5,1128.1,1310,1135.889,1091.556,1320.5,1318.889,2166.5,1413.125,1301.667,1495.269,1399.222,1541.5,2076.75,1207,1191.5,1238.333,1006.5,696,967.75,2318.333,1344.75,1341,1184.125,1015.417,1097.75,983,1034.5,1960.417,1098.692,1061.625,1029.9,1004.125,836.2,1579.833,1120.333,1595.875,1526.25,1837.25,1608,1480.667,1514.875,1728.333,1567.667,1487.125,932.833,1756.333,1552.25,1623.556,1390.333,1142.75,1485.583,1367.75,936.5,1572.167,1321,1080.667,1273.778,1562.833,920,1564.625,1347.875,3032.25,2148,1743.333,1304.75,2331.75,1629.667,1780.7
27,1925.125,1535,2419.9,2145.333,1170.167,936.5,2461.333,1116.875,1072.375,1820,1441.25,687.182,1755.083,1416.6,729.5,1146.25,952.062,2255,2793,2402.875,1796,1540.75,1557.5,1224.625,2323.875,2049.083,1180.235,1159.875,1507.2,1195.667,1465.111,1257.167,1142,1284.111,1073.333,1113.889,1351.75,1316,2135.5,1436.75,1351.111,1487.192,1434.556,1511.875,2121,1186,1158,1194,947,717,983.75,2232.333,1324.938,1372.75,1177.375,974.917,1087.75,1038,1032.25,1979.083,1103.269,1083.375,1026.8,1069.375,813.5,1588.167,1036.5,1542.25,1459.833,1800.25,1629.167,1505.667,1488.375,1745.583,1555.333,1556.125,896.333,1813,1516.125,1565.889,1349.833,1075,1506.667,1297,998.5,1558.167,1273.25,1079.5,1252.222,1640.333,903.333,1534.25,1359.5,3073.5,2209.917,1794.667,1273.125,2355.15,1620.333,1757.7
28,1918.125,1501.667,2443.7,2149,1133.167,950.75,2492.5,1100.625,1069.625,1815.667,1503.25,703.909,1708.75,1414.6,753,1111.375,962.062,2308.125,2846,2379.375,1804.667,1488.75,1593.667,1208.125,2294.562,2040.167,1172.235,1183.875,1487.6,1183,1503.778,1260.833,1149.9,1303.222,1120.222,1088.444,1288.25,1340.444,2176.083,1408,1265,1487.115,1415,1555.875,2076.25,1223.75,1143.55,1171.778,944,696.25,937,2320.167,1322.75,1273,1166.375,990.833,1103.75,1055.5,1010.5,1931.25,1110.577,1114.5,1024.9,1053.688,805,1582.5,1014.5,1591.875,1459.25,1826.25,1566.667,1512.333,1556.25,1697.667,1647.333,1522.5,869.833,1703.667,1507.25,1497.556,1349.667,1119,1478.25,1366.5,936.25,1570.667,1309.75,1092.667,1280.556,1615,909,1598.125,1413.25,3037.833,2177.25,1788.333,1290.5,2329.05,1637,1706.7
29,1948.125,1546.889,2382.3,2204.167,1195.5,938.083,2460.5,1108.125,1064.625,1814.667,1517.75,706.818,1698.75,1389.4,723.583,1141.5,955.062,2272.375,2784.833,2404.875,1830,1499.312,1561.667,1181.625,2301.5,2056.917,1170.529,1172.25,1489.3,1205.833,1514.222,1288.667,1181.4,1334.556,1117,1094.111,1317.75,1318.111,2124.833,1412.625,1299.111,1482.769,1449,1579.875,2115.75,1201.625,1182.65,1223.444,922.625,680.25,999.25,2244.667,1359.625,1345.25,1155.25,995.083,1089.875,1076.667,1005.25,1942.917,1099.385,1076.375,1018.7,1044.5,822.8,1595,1172.667,1667.875,1494.833,1795.875,1576.167,1490.667,1520.75,1682,1557.333,1467.125,880.667,1734.833,1583.5,1576.778,1246.667,1166,1480.5,1374.5,960.25,1560.5,1268.125,1068.167,1297.778,1621.833,922.667,1582.25,1377.375,2999,2164.917,1829.667,1291.125,2353.75,1611,1768.8
30,1902.625,1545.333,2406.8,2232.667,1180.333,922.417,2511.5,1113.25,1087.25,1749.167,1497.75,683.909,1704.25,1447.6,728.542,1113.75,990.5,2293.5,2824.667,2366.375,1840.667,1528.812,1575.667,1208.75,2324.75,2073.333,1154.588,1193.75,1504,1210.333,1539.778,1312.333,1135.2,1289.333,1123.333,1094.556,1325.75,1350.778,2146.583,1380.5,1325.222,1486.269,1417.667,1501,2074.25,1165.75,1191.45,1198.667,914.125,674.75,931.75,2255.333,1352.062,1352.75,1174.5,1005,1118.375,993.833,1031,1997.417,1111.538,1082.625,1055.6,1024.688,798.2,1527.833,1068.833,1618.875,1462.75,1795.5,1587.833,1453.833,1556.5,1731.833,1526.667,1475.625,862,1736.167,1620.5,1590.111,1317.5,1137.5,1491.5,1328.75,956.75,1592,1295.125,1108.5,1259.222,1583.5,920.5,1568.125,1431.25,3024.5,2173.583,1789.833,1287.625,2350.85,1650.667,1718.2
31,1900.5,1547.333,2385.2,2286.333,1169.5,947.417,2429.167,1131.5,1104.5,1778.167,1503,685.273,1746.917,1382.4,746.792,1173.125,986.938,2262.875,2838.167,2403.875,1770.667,1523.25,1578,1204.875,2258.625,2058.25,1168.882,1212.625,1488.1,1190.833,1489.889,1291.833,1144.6,1293.444,1149.333,1112.444,1350,1354.222,2139.75,1410.625,1329.444,1450.808,1408.778,1504.625,2168.75,1179.75,1179.45,1243.111,961.5,699.167,960.25,2226.167,1354.188,1337.25,1153.875,982.583,1106.375,1064.5,985.75,1996.25,1097.846,1096.75,1014.9,1023.062,795.7,1492.167,1075.333,1591,1489.917,1771.75,1560.833,1491.833,1486.375,1743,1554.667,1540.5,923.667,1761.667,1500.25,1588.778,1405,1070.5,1508.417,1392.5,970.25,1559.5,1337.375,1078.5,1278.889,1613.167,945.167,1540.375,1404.375,3075.417,2151.583,1784.333,1326.625,2351.3,1613,1772
32,1920.25,1490.889,2410.9,2227.833,1174.167,960.167,2444,1126.375,1047.375,1766.667,1524.75,698.727,1699.583,1362.8,728.792,1137.5,990.875,2262.875,2758.667,2374.5,1750,1504.312,1581.333,1217.5,2317.188,2080.5,1175.118,1226.875,1514.5,1201.667,1451.778,1244.5,1168.7,1316.111,1162.333,1098.667,1329,1306,2129.417,1451,1304.556,1462.269,1376,1487.5,2106.75,1179.625,1171,1253,971.375,675.833,994.5,2339,1303.25,1312,1197.75,1012.5,1088.75,1074.167,1027.25,1894.917,1106,1117,1045.5,1048.125,797,1530.833,1112.333,1658.625,1514.417,1779.125,1552.333,1429.333,1520.5,1737.833,1503.5,1534.125,891.333,1786.667,1527.375,1583.111,1348.833,1104.75,1463.917,1345.125,965.25,1546,1278.625,1090,1309.778,1637.667,931.333,1588.125,1365.375,3082.083,2188.667,1729.333,1296.125,2325.6,1501,1778.7
33,1915.5,1522.889,2402.2,2244.667,1195,951,2458.667,1134.5,1085.75,1752,1486.75,695.636,1733.75,1464,739.208,1119.875,949.562,2228.75,2866.333,2350.5,1805.333,1493.25,1529.333,1238.5,2325.312,2018.75,1193.235,1173.875,1504.3,1200.167,1480,1296.833,1105.9,1312.444,1089.333,1071.667,1349.25,1339.556,2126.083,1398.75,1323.556,1498.731,1383.556,1504.375,2127.75,1192.5,1165.35,1239.444,909.875,722.583,1004.5,2268.667,1345,1350.75,1192.25,982.583,1079.875,1067.667,996.25,1981.417,1102.231,1081.375,1003.9,1014.25,827.8,1576.5,1138.5,1583.125,1440.417,1822.625,1602.833,1471.667,1503.25,1780.75,1577,1496.875,897,1746.167,1567.875,1637.222,1351.833,1148.5,1458.25,1361.25,967.75,1494.833,1284.5,1090,1305.111,1561.833,966,1581.375,1387.625,3062.417,2158.833,1728.833,1298.25,2355.85,1638.333,1800.9
34,1934.375,1542.111,2407.2,2213.333,1210.333,980.5,2475.833,1117.375,1051,1774.167,1480.25,642.364,1717.5,1389.4,731.042,1152.5,969.562,2274.25,2832.833,2379.25,1810,1525.875,1546.667,1194.25,2310.375,2060.667,1165.353,1193.75,1456.1,1215.5,1492.556,1270.167,1176.3,1307.667,1129,1087.667,1300.5,1336.778,2110.917,1412.875,1341.222,1479.346,1408.444,1472.375,2129,1163,1153.5,1203.778,921.875,699.25,961.75,2283.667,1336.438,1316.25,1127.75,1035.917,1143.875,1070.667,984,1973.167,1111.192,1071,1027.2,1065.562,813.2,1496,1124.333,1612.875,1464.083,1787.25,1576.167,1526.833,1542.125,1730.667,1540.833,1497.5,927.667,1772.333,1508.875,1560.111,1326.833,1102.5,1515.083,1302.375,914.5,1599,1294.875,1118.833,1285.889,1589.167,884,1593.25,1383.5,3083,2159.417,1746.833,1285,2327.3,1616.667,1769.7
35,1904.375,1490.333,2411,2266,1167.333,954.5,2493.333,1095.375,1079.125,1765.833,1552.25,669.727,1709.25,1458.6,736.417,1152.625,970.688,2267.5,2836.667,2379.5,1832,1521.688,1558.667,1193.75,2310.75,2118.917,1187.529,1172.75,1506.9,1209.167,1540.222,1342,1149.1,1307.556,1144.222,1080,1353.25,1333.333,2150.5,1440.375,1312.222,1476.731,1482.556,1486.125,2146.25,1203.5,1146.75,1236.778,949.125,715.833,929.5,2287.833,1317.188,1292,1149.5,1014.417,1088.375,1061.667,1059.75,2000.583,1080.846,1073.375,1015.8,1026.812,817.6,1540.667,1086,1598.375,1466.25,1778.875,1653.667,1473.333,1529.75,1711.833,1507.833,1484.875,864.333,1773.5,1570.125,1647.333,1259.167,1102,1451.75,1332.375,1002.25,1553.667,1290,1115.5,1307,1605,913.833,1566.125,1364.125,3064.25,2191.917,1761.167,1338.75,2350.3,1569.333,1787.9
36,1885.5,1521.222,2400.9,2213.333,1167,962.5,2522.833,1105.375,1052.875,1775.667,1527.5,661.182,1683.5,1362.8,718.75,1151,957.25,2281.75,2806.833,2381.875,1779.333,1506.312,1598,1164.625,2299.188,2025.417,1199.412,1221.375,1519.3,1220.167,1507.667,1283.5,1160.1,1287.444,1136.222,1077.889,1321.75,1358.667,2106.833,1433.5,1284.556,1491.462,1439.111,1450.625,2044,1227.875,1188.65,1199.778,918.75,682.917,953,2325.5,1341.25,1303,1188.375,1007.917,1102,1012.667,1078.25,2010,1110.577,1064.625,1018.6,1021.25,818.4,1509.167,980.167,1597.875,1473.917,1772.25,1501.333,1489.167,1552.5,1738.167,1527.333,1488,873.5,1770.333,1549.5,1610.667,1346.833,1082.25,1532.5,1397.875,936.5,1541.333,1288.875,1053.167,1291.222,1585.167,918.167,1594.75,1378.625,3019.083,2209.417,1737.5,1311.875,2346.6,1571,1799.2
37,1926.25,1525.778,2443.6,2252.333,1221.333,949.25,2480,1138,1060.625,1817.5,1490.25,654.818,1726.75,1325,722.208,1137,980.125,2258.875,2777.167,2381.375,1811.667,1535.125,1579.5,1224.125,2287.125,2079.833,1175.882,1183.25,1474.4,1216,1512.667,1256.5,1185.7,1323,1172.111,1064.667,1332.5,1300,2136.917,1424.125,1264.556,1456.385,1415.556,1482.5,2110,1226.5,1177.85,1235.556,915.5,656.667,921.75,2282.333,1317.125,1281,1199,1037.167,1145,1044.167,980,1959.667,1107.192,1062.875,1006,1014.312,807.6,1514.5,1164.167,1640.875,1433.333,1731.375,1580.667,1432.167,1568.5,1726,1490.167,1519.875,877.333,1757.833,1564.5,1594.889,1363.167,1141.75,1459.167,1368,960.75,1571.167,1249,1100.833,1315.111,1566.333,906.167,1567.875,1417.25,3010.417,2162.083,1792.167,1316,2349.15,1609.333,1755.7
38,1903.375,1517,2415.5,2187.167,1224,964.333,2441.5,1112.125,1078.875,1822,1488.75,688.364,1673.333,1423.2,725.333,1153.5,936,2284,2812.167,2349.5,1786,1501.688,1574.333,1187.625,2305.938,2083.5,1163.471,1202.75,1498.4,1158.333,1505,1295,1167,1293.222,1132.222,1098.667,1302.5,1327.111,2150.667,1405.25,1303.222,1476.846,1394.444,1489.125,2127.25,1212.5,1177.95,1210.556,913,680.25,918.75,2250.5,1334.25,1374.25,1193.25,1006.25,1167.375,1036.167,1017.5,1957.083,1115.462,1076.125,1009,1031.75,837.5,1561.167,1090.167,1578.25,1490.75,1811.375,1527.5,1522.333,1565,1712.417,1543.333,1473,818.5,1856,1553.5,1565.778,1357.833,1121.5,1485.5,1334.5,960.5,1543.167,1294.625,1100.333,1294.556,1553.667,926.833,1560.125,1363.625,3093.417,2145.667,1788.5,1273.625,2299.6,1588.667,1762.7
39,1952.5,1551.778,2414.1,2239.333,1193.5,965.417,2419.667,1124.375,1044,1824.333,1477.75,699.727,1717.167,1433.2,729.583,1164.375,981.875,2282.75,2830.667,2384.875,1901.333,1541.812,1634.5,1202.875,2333.75,2057.083,1180.706,1224.5,1487.3,1227.5,1475.778,1274,1147.5,1299.111,1136.889,1092.778,1320.75,1340,2150.333,1430.875,1345.111,1476.538,1424.444,1487.5,2081.75,1207.5,1137.65,1188.889,946.375,704.917,950.25,2307.333,1352.125,1368.5,1200.375,1008.417,1086.25,1007.167,1003.75,1962.75,1092.154,1083.25,1053.6,1015.812,810.1,1517.667,988.5,1647.125,1499.333,1840.25,1593,1467.667,1540.625,1749.417,1550.667,1536.25,900.5,1706.333,1478.875,1568.889,1295.667,1109,1478.667,1359.875,905,1565.5,1276.375,1122.667,1309.444,1628,899.667,1584.125,1355.5,3066.417,2192.833,1723.833,1282,2343.7,1588.667,1829.9
40,1943,1554.333,2438.3,2274.333,1162.167,965.75,2470,1145.5,1079.875,1797.667,1435.25,680.818,1728.417,1383.2,738.458,1137.875,972.312,2239.5,2793.5,2396.25,1822.333,1528.812,1614,1212.75,2305.312,2029,1192.059,1193.5,1503.7,1150.667,1489.889,1257.5,1143.1,1285.667,1145.778,1086.556,1267.25,1333.444,2147.5,1427.75,1266.444,1460.808,1420,1478,2116.25,1191.625,1148.15,1201.222,967.5,676.083,923.25,2283.5,1353.375,1318.5,1146.625,1028.917,1157.125,1046,993.75,1980.333,1094.346,1061.875,1007.7,1060.5,820.9,1492,1101.333,1615.25,1468.667,1815,1617.5,1410.167,1519.5,1759.583,1578.333,1554.25,895.167,1686.333,1525.75,1576.889,1349.167,1133,1486.833,1302.5,935,1612.333,1264.625,1103.667,1303.222,1615.5,921.667,1551.375,1376,3069.667,2205.75,1799.667,1299.625,2294.85,1668.333,1803.5
41,1944.625,1527.556,2383.7,2171.167,1196.5,927.75,2399.5,1083.375,1059.125,1768.333,1532.5,675.364,1711.583,1369.2,729,1142.875,951.312,2241.75,2812.667,2337.75,1866.333,1536.25,1556.333,1196,2300.25,2071.25,1177.353,1202.5,1490.7,1139,1542.333,1326.833,1192.4,1284.111,1130.556,1090.556,1338.25,1346.222,2146.333,1464.875,1326.222,1454.654,1448.889,1502.75,2098.25,1214.125,1150.35,1198.111,961.5,668.333,951.5,2283.333,1294.375,1308.5,1204,997.583,1098.625,1026.167,1065.75,1963.833,1093.654,1090.625,1023.2,1024.875,836.3,1539.167,1102.167,1621.5,1464.75,1770.75,1562,1455.833,1514.25,1715.917,1584.333,1522.625,888.167,1782,1590.125,1603,1272.167,1075.25,1491.917,1330.375,911.25,1572.833,1283.125,1059.667,1290.778,1568.333,941.167,1550.5,1445.25,3095,2174.917,1786.833,1311.5,2328.65,1586.667,1757.6
42,1930,1507.444,2365.4,2229.167,1198.5,969.75,2482.833,1129.5,1040.75,1825.833,1461.25,704.455,1720.25,1411.4,719,1122.375,1003,2242.625,2807.667,2291.75,1751.333,1521.438,1498.833,1230.625,2320,2042.25,1175.765,1188.25,1485.4,1165.667,1508.444,1299.167,1153.2,1322.111,1140.889,1103.111,1380.75,1325.556,2164.333,1434.875,1338.889,1452.808,1390.889,1510.75,2097.25,1245.75,1178.5,1223.667,928.625,684.667,904.5,2313,1321.375,1319.5,1164.5,1014.75,1084.125,986.333,1026.25,1979.417,1128.154,1061,1035.2,1041.812,815.6,1483.333,1104.333,1668.375,1434.917,1752.25,1592.167,1475.667,1589.625,1708.333,1595.333,1518.25,924.667,1775.667,1513,1604.556,1319.333,1088.75,1503.333,1332.75,943.25,1545.5,1275.875,1091.833,1255.222,1594.5,900.333,1545,1372.5,3051.25,2188.583,1751.833,1258.125,2348.1,1653,1722.4
43,1967.125,1549.889,2411.4,2263,1138,960.917,2518,1129.5,1075.75,1791.167,1474.5,670.455,1696.5,1382.8,720.167,1161.125,994.188,2254.75,2778.5,2394,1872.667,1509.188,1554.833,1185,2295.125,2069.667,1177.882,1166.625,1483.8,1230.333,1521.667,1308.833,1157.9,1315.333,1179.333,1106.889,1322,1305.556,2126.417,1454.625,1319.667,1459.154,1406.222,1479.25,2050.5,1200.25,1165.25,1195.667,938.75,679.833,922.25,2356.333,1326.688,1332.5,1194.25,1031.333,1114.125,1029.833,1022.25,1980.917,1119.577,1081.75,1020.3,1020.5,833,1564.5,1094.833,1610.625,1455,1783.625,1626.5,1494.167,1514.625,1672.833,1632.167,1563.875,858,1818.833,1552.875,1614.333,1278.333,1104.75,1509.333,1299.25,915.25,1519.833,1321.25,1128.167,1292.222,1571.833,928.167,1562.25,1365.75,3084.667,2189.917,1759.167,1284.25,2329.3,1560,1764
44,1929.375,1522.556,2400.6,2224.167,1188.667,958.333,2511.5,1148.625,1092.625,1766,1452.5,672.455,1719.5,1489.2,734.417,1124.125,989.188,2280.75,2808.333,2372.625,1865.333,1520.562,1562.167,1230.125,2310.375,2082.5,1156.588,1157.375,1501.8,1230.833,1498,1273.833,1150.6,1282.667,1115.556,1073.333,1286,1318.667,2127.5,1435.75,1326,1464.885,1414.222,1457,2059.25,1223.5,1183.8,1177.444,901.375,699.833,938.25,2253,1365.25,1320,1154.875,1033.75,1149,1006.833,1009.25,1984.083,1087.731,1097.625,1029.9,1012,840.6,1546.667,1123.333,1558.625,1455.75,1787.25,1629.833,1496.667,1597.125,1711.583,1546,1495.875,882.167,1764.333,1511.625,1583.222,1328.333,1103.25,1468.917,1344.5,922.25,1539.333,1294.25,1081.167,1317.889,1661.167,965.5,1595.875,1393.375,3083.583,2207.083,1749.5,1301.25,2353.95,1544,1786.3
45,1889.25,1490.556,2428.8,2124.5,1191.833,957.167,2435.667,1148.625,1076.375,1774.667,1501.25,690.364,1731.833,1385,722.917,1126.875,960.375,2247.5,2805.667,2369.25,1798,1511.5,1535.5,1227.75,2298.188,2074.583,1179.471,1185.875,1482.5,1194.5,1527.556,1261.333,1139.4,1328.222,1122.778,1097.667,1321.75,1314.222,2148.417,1416,1326.333,1471.731,1429.889,1474.625,2088,1166.25,1181.1,1203.444,949.5,707.667,967.25,2240,1336.25,1367.75,1160,997.083,1073.625,1006.833,1027.5,1952.833,1086.538,1074.75,997.8,1026.062,779.4,1562.333,1039.667,1608.625,1505.5,1811.125,1627.833,1435,1523.75,1782.417,1590.167,1498.375,871.333,1720.333,1552.75,1572,1395.333,1103.25,1467.917,1352,937.75,1557.333,1293.75,1090.167,1314.111,1602.667,942,1580,1373,3121.25,2165,1793,1322.875,2369.25,1514.333,1736.3
46,1883.875,1523.333,2430.2,2257.833,1176,975.333,2452,1132.25,1051.125,1803.5,1468.25,693.636,1696.833,1391.4,733.75,1116.75,965.125,2232.375,2855.667,2333,1857.667,1517.188,1602,1171.875,2344.75,2062.083,1180.471,1195.625,1491.1,1165.667,1519.111,1344.167,1171.6,1308.778,1145.333,1076.222,1300.5,1356.778,2152.083,1408.25,1349.111,1450.538,1406.333,1435.5,2091.75,1195.875,1191.2,1250.111,951.875,682.583,929.75,2285.833,1338.938,1273.25,1165,1006.583,1090.875,1043,1007.75,1982.333,1110.615,1104.625,1037.2,1015.188,857.6,1535.333,1088.833,1544.25,1516.083,1764.5,1483.167,1470,1504.25,1706.333,1533,1529.25,945,1715.667,1519.75,1638.778,1376.833,1123,1516.5,1333.875,948.75,1583.5,1290.5,1124.833,1300.111,1611.833,910.167,1556.25,1361.5,3102.917,2185.083,1813,1299.75,2332.9,1490,1822.7
47,1913.5,1515.222,2393.3,2209.667,1202.333,945.167,2489.167,1137.25,1042.625,1816.167,1473.5,712.636,1697.5,1408.6,737.75,1198.25,981.062,2301.125,2806.667,2377.5,1830.333,1513.375,1552,1203.375,2338.875,2077.917,1199.294,1145.625,1521.2,1196.667,1489.444,1281.167,1141,1293.556,1097.667,1128.667,1331.75,1357.222,2189.417,1390.75,1299.556,1445.577,1422.667,1466.125,2120.5,1217.625,1162.75,1220.444,955.25,680.25,930,2251.333,1342,1365,1187.375,1024.417,1097.25,1009.5,987,1972.833,1118.654,1084.625,1020.3,994.375,793,1542.5,1072.833,1572.375,1444,1790.25,1635.833,1458.5,1497.375,1665.667,1573,1522.125,900.667,1816,1491.75,1596.778,1325,1106.75,1483.833,1345.125,928.25,1578.5,1256.125,1070.167,1285.222,1603.833,906.667,1527.625,1363.5,3041.583,2183.25,1756.333,1267.625,2345.9,1539.667,1829
